acquirer_name,assignee_name,is_match,simple_ratio,partial_ratio,sort_ratio,set_ratio,simple*partial,simple*sort,simple*set,partial*sort,partial*set,sort*set,simple^2,partial^2,sort^2,set^2
westvaco corporation,"mitsubishi heavy industries, ltd.",0,0.19,0.25,0.24,0.24,0.0475,0.0456,0.0456,0.06,0.06,0.0576,0.0361,0.0625,0.0576,0.0576
pelikon,"aspect software, inc.",0,0.29,0.43,0.31,0.31,0.12469999999999999,0.0899,0.0899,0.1333,0.1333,0.0961,0.0841,0.18489999999999998,0.0961,0.0961
pelikon,vertex pharamaceuticals incorporated,0,0.23,0.43,0.14,0.14,0.0989,0.032200000000000006,0.032200000000000006,0.060200000000000004,0.060200000000000004,0.019600000000000003,0.0529,0.18489999999999998,0.019600000000000003,0.019600000000000003
ericsson,veritas operating corporation,0,0.32,0.62,0.22,0.22,0.1984,0.0704,0.0704,0.1364,0.1364,0.0484,0.1024,0.3844,0.0484,0.0484
ericsson,symantec corporation,0,0.36,0.5,0.29,0.29,0.18,0.10439999999999999,0.10439999999999999,0.145,0.145,0.0841,0.1296,0.25,0.0841,0.0841
ericsson,tyco fire & security gmbh,0,0.18,0.25,0.32,0.32,0.045,0.0576,0.0576,0.08,0.08,0.1024,0.0324,0.0625,0.1024,0.1024
ericsson,navteq b.v.,0,0.11,0.12,0.11,0.11,0.0132,0.0121,0.0121,0.0132,0.0132,0.0121,0.0121,0.0144,0.0121,0.0121
ericsson,"hyundai synthetic co., ltd.",0,0.23,0.5,0.19,0.19,0.115,0.0437,0.0437,0.095,0.095,0.0361,0.0529,0.25,0.0361,0.0361
cisco,commscope connectivity belgium bvba,0,0.2,0.6,0.2,0.2,0.12,0.04000000000000001,0.04000000000000001,0.12,0.12,0.04000000000000001,0.04000000000000001,0.36,0.04000000000000001,0.04000000000000001
cisco,qualcomm,0,0.31,0.4,0.31,0.31,0.124,0.0961,0.0961,0.124,0.124,0.0961,0.0961,0.16000000000000003,0.0961,0.0961
softbank robotics holdings,thermo fisher scientific (asheville) llc,0,0.27,0.31,0.31,0.31,0.08370000000000001,0.08370000000000001,0.08370000000000001,0.0961,0.0961,0.0961,0.0729,0.0961,0.0961,0.0961
softbank robotics holdings,fuji jukogyo kabushiki kaisha,0,0.29,0.27,0.29,0.29,0.0783,0.0841,0.0841,0.0783,0.0783,0.0841,0.0841,0.0729,0.0841,0.0841
softbank robotics holdings,"hyundai engineering co., ltd. ",0,0.29,0.31,0.31,0.31,0.0899,0.0899,0.0899,0.0961,0.0961,0.0961,0.0841,0.0961,0.0961,0.0961
softbank robotics holdings,"takara shuzo co., ltd.",0,0.38,0.41,0.4,0.4,0.1558,0.15200000000000002,0.15200000000000002,0.164,0.164,0.16000000000000003,0.1444,0.16809999999999997,0.16000000000000003,0.16000000000000003
softbank robotics holdings,zarlink semiconductor v.n. inc.,0,0.35,0.35,0.36,0.36,0.12249999999999998,0.126,0.126,0.126,0.126,0.1296,0.12249999999999998,0.12249999999999998,0.1296,0.1296
softbank robotics holdings,"abiomed r & d, inc.",0,0.31,0.32,0.29,0.29,0.0992,0.0899,0.0899,0.0928,0.0928,0.0841,0.0961,0.1024,0.0841,0.0841
softbank robotics holdings,siemens medical solutions health services corporation,0,0.33,0.42,0.35,0.35,0.1386,0.11549999999999999,0.11549999999999999,0.147,0.147,0.12249999999999998,0.10890000000000001,0.17639999999999997,0.12249999999999998,0.12249999999999998
softbank robotics holdings,zodiac aerotechnics,0,0.44,0.47,0.4,0.4,0.20679999999999998,0.17600000000000002,0.17600000000000002,0.188,0.188,0.16000000000000003,0.1936,0.22089999999999999,0.16000000000000003,0.16000000000000003
skyworks solutions,"integrated device technology, inc.",0,0.23,0.28,0.2,0.2,0.06440000000000001,0.046000000000000006,0.046000000000000006,0.05600000000000001,0.05600000000000001,0.04000000000000001,0.0529,0.07840000000000001,0.04000000000000001,0.04000000000000001
flir systems,"salesforce.com, inc.",0,0.25,0.33,0.33,0.33,0.0825,0.0825,0.0825,0.10890000000000001,0.10890000000000001,0.10890000000000001,0.0625,0.10890000000000001,0.10890000000000001,0.10890000000000001
waters corporation,mediatek sweden ab,0,0.33,0.36,0.33,0.33,0.1188,0.10890000000000001,0.10890000000000001,0.1188,0.1188,0.10890000000000001,0.10890000000000001,0.1296,0.10890000000000001,0.10890000000000001
waters corporation,"utc fire & security americas corporation, inc",0,0.51,0.83,0.47,0.76,0.4233,0.2397,0.3876,0.39009999999999995,0.6308,0.35719999999999996,0.2601,0.6889,0.22089999999999999,0.5776
evonik industries,united therapeutics corporation,0,0.29,0.35,0.29,0.29,0.10149999999999999,0.0841,0.0841,0.10149999999999999,0.10149999999999999,0.0841,0.0841,0.12249999999999998,0.0841,0.0841
evonik industries,"anheuser-busch companies, inc.",0,0.3,0.35,0.31,0.31,0.105,0.093,0.093,0.1085,0.1085,0.0961,0.09,0.12249999999999998,0.0961,0.0961
evonik industries,"exactech, inc.",0,0.26,0.29,0.28,0.28,0.0754,0.0728,0.0728,0.08120000000000001,0.08120000000000001,0.07840000000000001,0.06760000000000001,0.0841,0.07840000000000001,0.07840000000000001
evonik industries,ppg b.v.,0,0.08,0.12,0.08,0.08,0.0096,0.0064,0.0064,0.0096,0.0096,0.0064,0.0064,0.0144,0.0064,0.0064
evonik industries,"silicon labs cp, inc.",0,0.26,0.29,0.28,0.28,0.0754,0.0728,0.0728,0.08120000000000001,0.08120000000000001,0.07840000000000001,0.06760000000000001,0.0841,0.07840000000000001,0.07840000000000001
evonik industries,dentsply ih ab,0,0.26,0.21,0.26,0.26,0.0546,0.06760000000000001,0.06760000000000001,0.0546,0.0546,0.06760000000000001,0.06760000000000001,0.04409999999999999,0.06760000000000001,0.06760000000000001
evonik industries,irdeto b.v.,0,0.21,0.27,0.3,0.3,0.0567,0.063,0.063,0.081,0.081,0.09,0.04409999999999999,0.0729,0.09,0.09
koenig & bauer ag,lenovo (beijing) limited,0,0.29,0.3,0.32,0.32,0.087,0.0928,0.0928,0.096,0.096,0.1024,0.0841,0.09,0.1024,0.1024
koenig & bauer ag,"lexisnexis risk data management, inc.",0,0.33,0.35,0.28,0.28,0.11549999999999999,0.09240000000000001,0.09240000000000001,0.098,0.098,0.07840000000000001,0.10890000000000001,0.12249999999999998,0.07840000000000001,0.07840000000000001
koenig & bauer ag,gte laboratories incorporated,0,0.3,0.29,0.32,0.32,0.087,0.096,0.096,0.0928,0.0928,0.1024,0.09,0.0841,0.1024,0.1024
suncor energy,"aol llc, a delaware limited liability company",0,0.21,0.31,0.21,0.21,0.06509999999999999,0.04409999999999999,0.04409999999999999,0.06509999999999999,0.06509999999999999,0.04409999999999999,0.04409999999999999,0.0961,0.04409999999999999,0.04409999999999999
suncor energy,"motorola, inc.",0,0.3,0.31,0.32,0.32,0.093,0.096,0.096,0.0992,0.0992,0.1024,0.09,0.0961,0.1024,0.1024
suncor energy,saint-gobain placo,0,0.26,0.31,0.26,0.26,0.0806,0.06760000000000001,0.06760000000000001,0.0806,0.0806,0.06760000000000001,0.06760000000000001,0.0961,0.06760000000000001,0.06760000000000001
suncor energy,"rockwell automation technologies, inc.",0,0.24,0.38,0.2,0.2,0.0912,0.048,0.048,0.07600000000000001,0.07600000000000001,0.04000000000000001,0.0576,0.1444,0.04000000000000001,0.04000000000000001
suncor energy,oualcomm incorporated,0,0.35,0.46,0.35,0.35,0.161,0.12249999999999998,0.12249999999999998,0.161,0.161,0.12249999999999998,0.12249999999999998,0.2116,0.12249999999999998,0.12249999999999998
ebay,thermo fisher scientific (bremen) gmbh,0,0.1,0.25,0.1,0.1,0.025,0.010000000000000002,0.010000000000000002,0.025,0.025,0.010000000000000002,0.010000000000000002,0.0625,0.010000000000000002,0.010000000000000002
ebay,"lg nanoh2o, inc.",0,0.1,0.25,0.11,0.11,0.025,0.011000000000000001,0.011000000000000001,0.0275,0.0275,0.0121,0.010000000000000002,0.0625,0.0121,0.0121
ebay,"sk chemicals co., ltd.",0,0.15,0.25,0.17,0.17,0.0375,0.025500000000000002,0.025500000000000002,0.0425,0.0425,0.028900000000000006,0.0225,0.0625,0.028900000000000006,0.028900000000000006
united bank,bayer ag,0,0.32,0.38,0.32,0.32,0.1216,0.1024,0.1024,0.1216,0.1216,0.1024,0.1024,0.1444,0.1024,0.1024
united bank,steelcase inc.,0,0.32,0.27,0.33,0.33,0.0864,0.10560000000000001,0.10560000000000001,0.08910000000000001,0.08910000000000001,0.10890000000000001,0.1024,0.0729,0.10890000000000001,0.10890000000000001
emc,tyco fire products lp,0,0.17,0.33,0.17,0.17,0.056100000000000004,0.028900000000000006,0.028900000000000006,0.056100000000000004,0.056100000000000004,0.028900000000000006,0.028900000000000006,0.10890000000000001,0.028900000000000006,0.028900000000000006
emc,tyco fire & security gmbh,0,0.14,0.33,0.23,0.23,0.046200000000000005,0.032200000000000006,0.032200000000000006,0.07590000000000001,0.07590000000000001,0.0529,0.019600000000000003,0.10890000000000001,0.0529,0.0529
emc,"ge medical systems information technologies, inc.",0,0.12,0.67,0.12,0.12,0.0804,0.0144,0.0144,0.0804,0.0804,0.0144,0.0144,0.4489000000000001,0.0144,0.0144
emc,northern telecom limited ,0,0.14,0.33,0.15,0.15,0.046200000000000005,0.021,0.021,0.0495,0.0495,0.0225,0.019600000000000003,0.10890000000000001,0.0225,0.0225
radware,gte internetworking incorporated,0,0.21,0.43,0.26,0.26,0.09029999999999999,0.0546,0.0546,0.1118,0.1118,0.06760000000000001,0.04409999999999999,0.18489999999999998,0.06760000000000001,0.06760000000000001
radware,"samsung electronics co., ltd.",0,0.11,0.14,0.18,0.18,0.015400000000000002,0.019799999999999998,0.019799999999999998,0.0252,0.0252,0.0324,0.0121,0.019600000000000003,0.0324,0.0324
radware,marvell world trade ltd,0,0.27,0.57,0.33,0.33,0.1539,0.08910000000000001,0.08910000000000001,0.1881,0.1881,0.10890000000000001,0.0729,0.32489999999999997,0.10890000000000001,0.10890000000000001
radware,cellectis s.a.,0,0.1,0.14,0.2,0.2,0.014000000000000002,0.020000000000000004,0.020000000000000004,0.028000000000000004,0.028000000000000004,0.04000000000000001,0.010000000000000002,0.019600000000000003,0.04000000000000001,0.04000000000000001
radware,veeco instruments inc.,0,0.14,0.29,0.14,0.14,0.040600000000000004,0.019600000000000003,0.019600000000000003,0.040600000000000004,0.040600000000000004,0.019600000000000003,0.019600000000000003,0.0841,0.019600000000000003,0.019600000000000003
dropbox,"roche diagnostic systems, inc. ",0,0.16,0.29,0.17,0.17,0.0464,0.027200000000000002,0.027200000000000002,0.049300000000000004,0.049300000000000004,0.028900000000000006,0.0256,0.0841,0.028900000000000006,0.028900000000000006
dropbox,gte service corporation,0,0.27,0.43,0.2,0.2,0.11610000000000001,0.054000000000000006,0.054000000000000006,0.08600000000000001,0.08600000000000001,0.04000000000000001,0.0729,0.18489999999999998,0.04000000000000001,0.04000000000000001
dropbox,bayer pharma ag,0,0.18,0.29,0.18,0.18,0.052199999999999996,0.0324,0.0324,0.052199999999999996,0.052199999999999996,0.0324,0.0324,0.0841,0.0324,0.0324
dropbox,"sumitomo chemical company, limited",0,0.1,0.29,0.15,0.15,0.028999999999999998,0.015,0.015,0.0435,0.0435,0.0225,0.010000000000000002,0.0841,0.0225,0.0225
dropbox,hewlett-packard company,0,0.2,0.43,0.13,0.13,0.08600000000000001,0.026000000000000002,0.026000000000000002,0.0559,0.0559,0.016900000000000002,0.04000000000000001,0.18489999999999998,0.016900000000000002,0.016900000000000002
verizon communications,durect corp.,0,0.24,0.33,0.3,0.3,0.0792,0.072,0.072,0.099,0.099,0.09,0.0576,0.10890000000000001,0.09,0.09
verizon communications,exelixis patent company llc,0,0.37,0.41,0.41,0.41,0.1517,0.1517,0.1517,0.16809999999999997,0.16809999999999997,0.16809999999999997,0.1369,0.16809999999999997,0.16809999999999997,0.16809999999999997
verizon communications,bayer bioscience n.v.,0,0.37,0.38,0.29,0.29,0.1406,0.10729999999999999,0.10729999999999999,0.11019999999999999,0.11019999999999999,0.0841,0.1369,0.1444,0.0841,0.0841
viasat,hoya corporation,0,0.27,0.33,0.18,0.18,0.08910000000000001,0.048600000000000004,0.048600000000000004,0.0594,0.0594,0.0324,0.0729,0.10890000000000001,0.0324,0.0324
viasat,teledyne reson a/s,0,0.17,0.33,0.25,0.25,0.056100000000000004,0.0425,0.0425,0.0825,0.0825,0.0625,0.028900000000000006,0.10890000000000001,0.0625,0.0625
viasat,glaxosmithkline,0,0.29,0.33,0.29,0.29,0.0957,0.0841,0.0841,0.0957,0.0957,0.0841,0.0841,0.10890000000000001,0.0841,0.0841
cubist pharmaceuticals,tyco electronics corporation,0,0.36,0.41,0.36,0.36,0.14759999999999998,0.1296,0.1296,0.14759999999999998,0.14759999999999998,0.1296,0.1296,0.16809999999999997,0.1296,0.1296
tdk,swatch group research and development ltd.,0,0.09,0.67,0.09,0.09,0.0603,0.0081,0.0081,0.0603,0.0603,0.0081,0.0081,0.4489000000000001,0.0081,0.0081
tdk,"hyundai mobis co., ltd.",0,0.15,0.67,0.17,0.17,0.1005,0.025500000000000002,0.025500000000000002,0.11390000000000002,0.11390000000000002,0.028900000000000006,0.0225,0.4489000000000001,0.028900000000000006,0.028900000000000006
tdk,schott solar ag,0,0.11,0.33,0.11,0.11,0.0363,0.0121,0.0121,0.0363,0.0363,0.0121,0.0121,0.10890000000000001,0.0121,0.0121
alcatel-lucent,shire llc,0,0.35,0.44,0.35,0.35,0.154,0.12249999999999998,0.12249999999999998,0.154,0.154,0.12249999999999998,0.12249999999999998,0.1936,0.12249999999999998,0.12249999999999998
alcatel-lucent,hyundai kefico corporation,0,0.25,0.29,0.3,0.3,0.0725,0.075,0.075,0.087,0.087,0.09,0.0625,0.0841,0.09,0.09
alcatel-lucent,oracle corporation,0,0.38,0.36,0.38,0.38,0.1368,0.1444,0.1444,0.1368,0.1368,0.1444,0.1444,0.1296,0.1444,0.1444
alcatel-lucent,"live nation entertainment, inc.",0,0.31,0.36,0.33,0.33,0.11159999999999999,0.1023,0.1023,0.1188,0.1188,0.10890000000000001,0.0961,0.1296,0.10890000000000001,0.10890000000000001
adva optical networking,perkin-elmer corporation,0,0.34,0.3,0.3,0.3,0.10200000000000001,0.10200000000000001,0.10200000000000001,0.09,0.09,0.09,0.11560000000000002,0.09,0.09,0.09
adva optical networking,"emerson climate technologies (suzhou) co., ltd.",0,0.2,0.3,0.31,0.31,0.06,0.062,0.062,0.093,0.093,0.0961,0.04000000000000001,0.09,0.0961,0.0961
adva optical networking,"cirrus logic, incorporated",0,0.33,0.35,0.33,0.33,0.11549999999999999,0.10890000000000001,0.10890000000000001,0.11549999999999999,0.11549999999999999,0.10890000000000001,0.10890000000000001,0.12249999999999998,0.10890000000000001,0.10890000000000001
adva optical networking,chevron research,0,0.26,0.25,0.26,0.26,0.065,0.06760000000000001,0.06760000000000001,0.065,0.065,0.06760000000000001,0.06760000000000001,0.0625,0.06760000000000001,0.06760000000000001
dell,"csr imaging us, lp",0,0.09,0.25,0.1,0.1,0.0225,0.009,0.009,0.025,0.025,0.010000000000000002,0.0081,0.0625,0.010000000000000002,0.010000000000000002
dell,"emerson network power co., ltd.",0,0.11,0.25,0.12,0.12,0.0275,0.0132,0.0132,0.03,0.03,0.0144,0.0121,0.0625,0.0144,0.0144
dell,stryker technologies corporation,0,0.11,0.25,0.11,0.11,0.0275,0.0121,0.0121,0.0275,0.0275,0.0121,0.0121,0.0625,0.0121,0.0121
dell,borgwarner esslingen gmbh,0,0.14,0.25,0.14,0.14,0.035,0.019600000000000003,0.019600000000000003,0.035,0.035,0.019600000000000003,0.019600000000000003,0.0625,0.019600000000000003,0.019600000000000003
dell,sap se,0,0.2,0.25,0.2,0.2,0.05,0.04000000000000001,0.04000000000000001,0.05,0.05,0.04000000000000001,0.04000000000000001,0.0625,0.04000000000000001,0.04000000000000001
software ag,"cree, inc.",0,0.29,0.3,0.21,0.21,0.087,0.060899999999999996,0.060899999999999996,0.063,0.063,0.04409999999999999,0.0841,0.09,0.04409999999999999,0.04409999999999999
software ag,power integrations switzerland gmbh,0,0.3,0.45,0.3,0.3,0.135,0.09,0.09,0.135,0.135,0.09,0.09,0.2025,0.09,0.09
software ag,american seating company ,0,0.28,0.36,0.29,0.29,0.1008,0.08120000000000001,0.08120000000000001,0.10439999999999999,0.10439999999999999,0.0841,0.07840000000000001,0.1296,0.0841,0.0841
software ag,schott ag,0,0.6,0.44,0.6,0.6,0.264,0.36,0.36,0.264,0.264,0.36,0.36,0.1936,0.36,0.36
software ag,vishay semicondcutor gmbh,0,0.33,0.45,0.33,0.33,0.14850000000000002,0.10890000000000001,0.10890000000000001,0.14850000000000002,0.14850000000000002,0.10890000000000001,0.10890000000000001,0.2025,0.10890000000000001,0.10890000000000001
battelle memorial institute,mohawk carpet corporation,0,0.31,0.28,0.35,0.35,0.0868,0.1085,0.1085,0.098,0.098,0.12249999999999998,0.0961,0.07840000000000001,0.12249999999999998,0.12249999999999998
battelle memorial institute,suncor energy inc.,0,0.27,0.33,0.41,0.41,0.08910000000000001,0.1107,0.1107,0.1353,0.1353,0.16809999999999997,0.0729,0.10890000000000001,0.16809999999999997,0.16809999999999997
battelle memorial institute,thomas & betts international llc,0,0.34,0.37,0.42,0.42,0.1258,0.1428,0.1428,0.15539999999999998,0.15539999999999998,0.17639999999999997,0.11560000000000002,0.1369,0.17639999999999997,0.17639999999999997
guidant,symantec operation,0,0.24,0.43,0.32,0.32,0.1032,0.0768,0.0768,0.1376,0.1376,0.1024,0.0576,0.18489999999999998,0.1024,0.1024
guidant,"torrent pharmaceuticals, ltd.",0,0.22,0.43,0.29,0.29,0.0946,0.0638,0.0638,0.12469999999999999,0.12469999999999999,0.0841,0.0484,0.18489999999999998,0.0841,0.0841
guidant,mohawk carpet corporation,0,0.12,0.29,0.12,0.12,0.0348,0.0144,0.0144,0.0348,0.0348,0.0144,0.0144,0.0841,0.0144,0.0144
e-rewards,lord corporation,0,0.16,0.22,0.32,0.32,0.0352,0.0512,0.0512,0.0704,0.0704,0.1024,0.0256,0.0484,0.1024,0.1024
tt electronics,scientific games holdings limited,0,0.26,0.29,0.3,0.3,0.0754,0.078,0.078,0.087,0.087,0.09,0.06760000000000001,0.0841,0.09,0.09
tt electronics,lucent technologies inc. corporation,0,0.36,0.5,0.37,0.37,0.18,0.13319999999999999,0.13319999999999999,0.185,0.185,0.1369,0.1296,0.25,0.1369,0.1369
tt electronics,"belden technologies, inc.",0,0.36,0.43,0.43,0.43,0.1548,0.1548,0.1548,0.18489999999999998,0.18489999999999998,0.18489999999999998,0.1296,0.18489999999999998,0.18489999999999998,0.18489999999999998
tt electronics,"adept technology, inc.",0,0.39,0.36,0.35,0.35,0.1404,0.13649999999999998,0.13649999999999998,0.126,0.126,0.12249999999999998,0.1521,0.1296,0.12249999999999998,0.12249999999999998
united technologies,tandberg data corporation,0,0.36,0.37,0.32,0.32,0.13319999999999999,0.1152,0.1152,0.1184,0.1184,0.1024,0.1296,0.1369,0.1024,0.1024
united technologies,nkt research & innovation a/s,0,0.42,0.42,0.3,0.3,0.17639999999999997,0.126,0.126,0.126,0.126,0.09,0.17639999999999997,0.17639999999999997,0.09,0.09
united technologies,"novozymes biologicals, inc.",0,0.39,0.42,0.41,0.41,0.1638,0.1599,0.1599,0.1722,0.1722,0.16809999999999997,0.1521,0.17639999999999997,0.16809999999999997,0.16809999999999997
united technologies,vale s.a.,0,0.21,0.33,0.22,0.22,0.0693,0.0462,0.0462,0.0726,0.0726,0.0484,0.04409999999999999,0.10890000000000001,0.0484,0.0484
tekelec international,thin film electronics asa,0,0.43,0.43,0.3,0.3,0.18489999999999998,0.129,0.129,0.129,0.129,0.09,0.18489999999999998,0.18489999999999998,0.09,0.09
tekelec international,abbott biotherapeutics corp.,0,0.41,0.43,0.38,0.38,0.17629999999999998,0.1558,0.1558,0.1634,0.1634,0.1444,0.16809999999999997,0.18489999999999998,0.1444,0.1444
tekelec international,"merck hdac research, llc",0,0.31,0.29,0.36,0.36,0.0899,0.11159999999999999,0.11159999999999999,0.10439999999999999,0.10439999999999999,0.1296,0.0961,0.0841,0.1296,0.1296
tekelec international,battelle development corporation,0,0.49,0.52,0.49,0.49,0.2548,0.24009999999999998,0.24009999999999998,0.2548,0.2548,0.24009999999999998,0.24009999999999998,0.27040000000000003,0.24009999999999998,0.24009999999999998
tekelec international,"rockwell automation, inc.",0,0.43,0.48,0.45,0.45,0.2064,0.1935,0.1935,0.216,0.216,0.2025,0.18489999999999998,0.2304,0.2025,0.2025
carl zeiss,"belden technologies, inc.",0,0.29,0.4,0.3,0.3,0.11599999999999999,0.087,0.087,0.12,0.12,0.09,0.0841,0.16000000000000003,0.09,0.09
"church & dwight, co","medtronic, inc.",0,0.29,0.33,0.28,0.28,0.0957,0.08120000000000001,0.08120000000000001,0.09240000000000001,0.09240000000000001,0.07840000000000001,0.0841,0.10890000000000001,0.07840000000000001,0.07840000000000001
"church & dwight, co","dell marketing usa, l.p.",0,0.23,0.26,0.21,0.21,0.059800000000000006,0.0483,0.0483,0.0546,0.0546,0.04409999999999999,0.0529,0.06760000000000001,0.04409999999999999,0.04409999999999999
"church & dwight, co","varian medical systems technologies, inc.",0,0.27,0.32,0.25,0.25,0.0864,0.0675,0.0675,0.08,0.08,0.0625,0.0729,0.1024,0.0625,0.0625
"church & dwight, co","weatherford enterra u.s., inc.",0,0.29,0.26,0.28,0.28,0.0754,0.08120000000000001,0.08120000000000001,0.0728,0.0728,0.07840000000000001,0.0841,0.06760000000000001,0.07840000000000001,0.07840000000000001
"church & dwight, co","red hat, inc.",0,0.44,0.5,0.37,0.37,0.22,0.1628,0.1628,0.185,0.185,0.1369,0.1936,0.25,0.1369,0.1369
"church & dwight, co",verigy (singapore) pte. ltd.,0,0.26,0.26,0.25,0.25,0.06760000000000001,0.065,0.065,0.065,0.065,0.0625,0.06760000000000001,0.06760000000000001,0.0625,0.0625
"church & dwight, co",cellectis s.a.,0,0.24,0.21,0.21,0.21,0.05039999999999999,0.05039999999999999,0.05039999999999999,0.04409999999999999,0.04409999999999999,0.04409999999999999,0.0576,0.04409999999999999,0.04409999999999999,0.04409999999999999
voestalpine ag,"medtronic percusurge, inc.",0,0.25,0.29,0.26,0.26,0.0725,0.065,0.065,0.0754,0.0754,0.06760000000000001,0.0625,0.0841,0.06760000000000001,0.06760000000000001
voestalpine ag,compass minerals manitoba inc.,0,0.32,0.43,0.33,0.33,0.1376,0.10560000000000001,0.10560000000000001,0.1419,0.1419,0.10890000000000001,0.1024,0.18489999999999998,0.10890000000000001,0.10890000000000001
voestalpine ag,"carlisle fluid technologies, inc.",0,0.26,0.36,0.27,0.27,0.0936,0.07020000000000001,0.07020000000000001,0.09720000000000001,0.09720000000000001,0.0729,0.06760000000000001,0.1296,0.0729,0.0729
circassia,gemstar development corporation,0,0.2,0.44,0.25,0.25,0.08800000000000001,0.05,0.05,0.11,0.11,0.0625,0.04000000000000001,0.1936,0.0625,0.0625
circassia,saint-gobain vitrage international,0,0.23,0.44,0.28,0.28,0.1012,0.06440000000000001,0.06440000000000001,0.12320000000000002,0.12320000000000002,0.07840000000000001,0.0529,0.1936,0.07840000000000001,0.07840000000000001
aviza technology,"gambro uf solutions, inc.",0,0.24,0.31,0.31,0.31,0.0744,0.0744,0.0744,0.0961,0.0961,0.0961,0.0576,0.0961,0.0961,0.0961
aviza technology,"watson pharmaceuticals, inc.",0,0.23,0.31,0.29,0.29,0.0713,0.0667,0.0667,0.0899,0.0899,0.0841,0.0529,0.0961,0.0841,0.0841
aviza technology,"phunware, inc.",0,0.2,0.21,0.29,0.29,0.042,0.057999999999999996,0.057999999999999996,0.060899999999999996,0.060899999999999996,0.0841,0.04000000000000001,0.04409999999999999,0.0841,0.0841
aviza technology,dialogic networks (israel) ltd.,0,0.26,0.31,0.32,0.32,0.0806,0.08320000000000001,0.08320000000000001,0.0992,0.0992,0.1024,0.06760000000000001,0.0961,0.1024,0.1024
aviza technology,teraxion inc.,0,0.28,0.23,0.36,0.36,0.06440000000000001,0.1008,0.1008,0.0828,0.0828,0.1296,0.07840000000000001,0.0529,0.1296,0.1296
nvidia,"general dynamics c4 systems, inc.",0,0.15,0.33,0.16,0.16,0.0495,0.024,0.024,0.05280000000000001,0.05280000000000001,0.0256,0.0225,0.10890000000000001,0.0256,0.0256
nvidia,"raven industries, inc.",0,0.29,0.5,0.38,0.38,0.145,0.11019999999999999,0.11019999999999999,0.19,0.19,0.1444,0.0841,0.25,0.1444,0.1444
nvidia,"hemisphere gps, llc",0,0.08,0.17,0.08,0.08,0.013600000000000001,0.0064,0.0064,0.013600000000000001,0.013600000000000001,0.0064,0.0064,0.028900000000000006,0.0064,0.0064
nvidia,pfizer health ab,0,0.18,0.17,0.09,0.09,0.030600000000000002,0.0162,0.0162,0.015300000000000001,0.015300000000000001,0.0081,0.0324,0.028900000000000006,0.0081,0.0081
cytochroma,"sun microsystems, inc.",0,0.25,0.4,0.33,0.33,0.1,0.0825,0.0825,0.132,0.132,0.10890000000000001,0.0625,0.16000000000000003,0.10890000000000001,0.10890000000000001
cytochroma,"perigen, inc",0,0.09,0.1,0.19,0.19,0.009,0.0171,0.0171,0.019000000000000003,0.019000000000000003,0.0361,0.0081,0.010000000000000002,0.0361,0.0361
cytochroma,wmf group gmbh,0,0.25,0.3,0.33,0.33,0.075,0.0825,0.0825,0.099,0.099,0.10890000000000001,0.0625,0.09,0.10890000000000001,0.10890000000000001
abbvie,satorius stedim north america inc.,0,0.15,0.33,0.15,0.15,0.0495,0.0225,0.0225,0.0495,0.0495,0.0225,0.0225,0.10890000000000001,0.0225,0.0225
abbvie,blackberry limited,0,0.33,0.5,0.33,0.33,0.165,0.10890000000000001,0.10890000000000001,0.165,0.165,0.10890000000000001,0.10890000000000001,0.25,0.10890000000000001,0.10890000000000001
abbvie,"hyundai enginerring & construction co., ltd.",0,0.12,0.5,0.09,0.09,0.06,0.010799999999999999,0.010799999999999999,0.045,0.045,0.0081,0.0144,0.25,0.0081,0.0081
abbvie,ciena corporation,0,0.17,0.33,0.17,0.17,0.056100000000000004,0.028900000000000006,0.028900000000000006,0.056100000000000004,0.056100000000000004,0.028900000000000006,0.028900000000000006,0.10890000000000001,0.028900000000000006,0.028900000000000006
west corporation,eastman kodak company,0,0.49,0.44,0.49,0.49,0.21559999999999999,0.24009999999999998,0.24009999999999998,0.21559999999999999,0.21559999999999999,0.24009999999999998,0.24009999999999998,0.1936,0.24009999999999998,0.24009999999999998
west corporation,"mitsubishi heavy industries, ltd.",0,0.2,0.31,0.26,0.26,0.062,0.052000000000000005,0.052000000000000005,0.0806,0.0806,0.06760000000000001,0.04000000000000001,0.0961,0.06760000000000001,0.06760000000000001
verisign authentication services,sarepta therapeutics,0,0.42,0.45,0.38,0.38,0.189,0.1596,0.1596,0.171,0.171,0.1444,0.17639999999999997,0.2025,0.1444,0.1444
verisign authentication services,abbottt laboratories vascular enterprises limited,0,0.35,0.44,0.4,0.4,0.154,0.13999999999999999,0.13999999999999999,0.17600000000000002,0.17600000000000002,0.16000000000000003,0.12249999999999998,0.1936,0.16000000000000003,0.16000000000000003
verisign authentication services,abb research ltd,0,0.25,0.38,0.33,0.33,0.095,0.0825,0.0825,0.1254,0.1254,0.10890000000000001,0.0625,0.1444,0.10890000000000001,0.10890000000000001
verisign authentication services,stryker leibinger gmbh & co kg,0,0.32,0.33,0.33,0.33,0.10560000000000001,0.10560000000000001,0.10560000000000001,0.10890000000000001,0.10890000000000001,0.10890000000000001,0.1024,0.10890000000000001,0.10890000000000001,0.10890000000000001
numerex,interdigital technology communication,0,0.18,0.43,0.18,0.18,0.0774,0.0324,0.0324,0.0774,0.0774,0.0324,0.0324,0.18489999999999998,0.0324,0.0324
